Replicate	Aphid_line	Parasitoid_line	Block	Latitude_wasp	Longitude_wasp	Wasp_host_species	Hamiltonella_host_species	Wasp_genotype	Nymphs_corrected	Dead_wasp	Mummies_amount	Hatching_wasps
1	TR-0131	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_urticata	15	10	no	0	0
1	TR-0191	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	15	10	no	0	0
1	TR-0214	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	15	10	no	0	0
1	TR-0244	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_hederae	15	10	no	0	0
1	TR-0619	Yp20-013	4	47,40589686	8,5384083	Aphis_ruborum	Aphis_ruborum	15	8	no	0	0
1	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	2	9	no	0	0
1	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	11	no	6	5
1	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	10	no	0	0
1	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	10	no	0	0
2	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	2	9	no	3	3
3	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	2	9	no	5	5
4	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	2	10	no	0	0
5	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	2	10	no	0	0
6	NTR-407	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	none	2	10	no	7	7
2	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	10	no	0	0
3	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	10	no	5	5
4	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	9	no	5	5
5	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	9	no	9	9
6	TR-0016	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	10	no	0	0
2	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	10	no	0	0
3	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	10	no	0	0
4	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	8	no	0	0
5	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	9	no	0	0
6	TR-0042	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	8	no	0	0
2	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	10	no	0	0
3	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	10	no	0	0
4	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	10	no	0	0
5	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	9	no	0	0
6	TR-0076	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_fabae_fabae	2	10	no	0	0
2	TR-0103	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	9	no	0	0
3	TR-0103	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	11	no	0	0
4	TR-0103	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	9	no	7	6
5	TR-0103	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	10	no	9	9
6	TR-0103	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	10	no	10	8
2	TR-0131	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	8	no	0	0
3	TR-0131	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	9	no	8	4
4	TR-0131	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	10	no	7	3
5	TR-0131	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	10	no	0	0
6	TR-0131	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	10	no	7	6
2	TR-0191	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	10	no	0	0
3	TR-0191	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	10	no	0	0
4	TR-0191	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	10	no	8	6
5	TR-0191	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	11	no	9	9
6	TR-0191	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	10	no	0	0
2	TR-0214	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	10	yes	7	6
3	TR-0214	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	11	no	0	0
4	TR-0214	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	10	no	0	0
5	TR-0214	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	9	no	0	0
6	TR-0214	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	10	no	9	9
2	TR-0244	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	10	no	0	0
3	TR-0244	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	8	no	0	0
4	TR-0244	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	11	no	0	0
5	TR-0244	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	9	no	0	0
6	TR-0244	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	9	no	0	0
2	TR-0619	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	10	no	0	0
3	TR-0619	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	9	no	8	7
4	TR-0619	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	11	no	9	8
5	TR-0619	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	9	no	0	0
6	TR-0619	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	10	no	1	1
1	TR-0103	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	9	no	0	0
1	TR-0131	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_urticata	2	9	no	5	5
1	TR-0191	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	10	no	0	0
1	TR-0214	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	10	no	2	2
1	TR-0244	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_hederae	2	10	no	0	0
1	TR-0619	Yp20-021	3	47,40515798	8,61171204	Aphis_hederae	Aphis_ruborum	2	10	no	8	8
1	NTR-407	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	none	12	8	no	0	0
1	TR-0016	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	no	0	0
1	TR-0042	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	0	0
2	NTR-407	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	none	12	10	no	0	0
3	NTR-407	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	none	12	8	no	0	0
4	NTR-407	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	none	12	9	no	0	0
5	NTR-407	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	none	12	9	no	0	0
6	NTR-407	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	none	12	9	no	0	0
2	TR-0016	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	9	no	0	0
3	TR-0016	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	no	0	0
4	TR-0016	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	11	no	0	0
5	TR-0016	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	yes	0	0
6	TR-0016	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	no	0	0
2	TR-0042	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	0	0
3	TR-0042	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	8	no	0	0
4	TR-0042	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	9	no	0	0
5	TR-0042	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	8	no	0	0
6	TR-0042	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	0	0
2	TR-0076	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	4	2
3	TR-0076	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	0	0
4	TR-0076	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	0	0
5	TR-0076	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	0	0
6	TR-0076	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	0	0
2	TR-0103	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	11	no	0	0
3	TR-0103	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	8	no	0	0
4	TR-0103	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	no	6	2
5	TR-0103	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	yes	0	0
6	TR-0103	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	9	no	0	0
2	TR-0131	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	no	0	0
3	TR-0131	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	no	0	0
4	TR-0131	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	11	no	0	0
5	TR-0131	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	no	0	0
6	TR-0131	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	9	no	1	1
2	TR-0191	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	10	no	0	0
3	TR-0191	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	10	no	0	0
4	TR-0191	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	10	no	0	0
5	TR-0191	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	10	no	0	0
6	TR-0191	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	10	no	0	0
1	TR-0076	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_fabae_fabae	12	10	no	0	0
2	TR-0214	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	10	no	1	1
3	TR-0214	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	10	no	0	0
4	TR-0214	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	9	no	0	0
5	TR-0214	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	11	no	0	0
6	TR-0214	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	10	no	0	0
2	TR-0244	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	8	no	0	0
3	TR-0244	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	9	no	0	0
4	TR-0244	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	10	yes	0	0
5	TR-0244	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	10	no	0	0
6	TR-0244	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	10	no	0	0
2	TR-0619	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	9	no	0	0
3	TR-0619	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	9	no	0	0
4	TR-0619	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	8	no	0	0
5	TR-0619	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	11	no	0	0
6	TR-0619	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	9	no	4	4
1	TR-0103	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	yes	0	0
1	TR-0131	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_urticata	12	10	no	1	1
1	TR-0191	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	10	no	0	0
1	TR-0214	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	10	no	0	0
1	TR-0244	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_hederae	12	9	no	0	0
1	TR-0619	Yp20-027	3	47,41688434	8,53796111	Aphis_urticata	Aphis_ruborum	12	10	no	0	0
1	NTR-407	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	none	9	8	no	6	2
1	TR-0016	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	9	no	2	2
1	TR-0042	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	9	no	4	2
1	TR-0076	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	8	no	0	0
2	NTR-407	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	none	9	11	no	5	2
3	NTR-407	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	none	9	10	no	7	7
4	NTR-407	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	none	9	10	no	6	5
5	NTR-407	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	none	9	9	no	7	7
6	NTR-407	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	none	9	8	no	5	5
2	TR-0016	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	7	7
3	TR-0016	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	5	5
4	TR-0016	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	12	no	10	6
5	TR-0016	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	5	5
6	TR-0016	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	6	6
2	TR-0042	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	4	3
3	TR-0042	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	8	no	1	1
4	TR-0042	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	4	3
5	TR-0042	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	2	1
6	TR-0042	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	4	2
2	TR-0076	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	10	no	0	0
3	TR-0076	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	8	no	0	0
4	TR-0076	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	8	yes	0	0
5	TR-0076	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	8	no	0	0
6	TR-0076	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_fabae_fabae	9	8	no	0	0
2	TR-0103	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	6	6
3	TR-0103	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	10	yes	0	0
4	TR-0103	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	10	no	6	5
5	TR-0103	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	3	3
6	TR-0103	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	10	no	6	5
2	TR-0131	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	8	8
3	TR-0131	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	10	no	5	3
4	TR-0131	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	10	no	7	5
5	TR-0131	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	5	5
6	TR-0131	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	8	no	4	3
2	TR-0191	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	6	4
3	TR-0191	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	9	9
4	TR-0191	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	8	no	2	2
5	TR-0191	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	10	7
6	TR-0191	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	7	7
1	TR-0103	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	10	no	8	5
2	TR-0214	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	8	no	0	0
3	TR-0214	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
4	TR-0214	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	8	no	0	0
5	TR-0214	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	9	no	0	0
6	TR-0214	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	8	no	0	0
2	TR-0244	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	9	no	0	0
3	TR-0244	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
4	TR-0244	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	8	no	0	0
5	TR-0244	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	8	no	0	0
6	TR-0244	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	10	no	0	0
2	TR-0619	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	8	no	4	4
3	TR-0619	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	8	8
4	TR-0619	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	9	no	7	5
5	TR-0619	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	7	6
6	TR-0619	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	7	7
1	TR-0131	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_urticata	9	10	no	9	9
1	TR-0191	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	8	8
1	TR-0214	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	9	no	0	0
1	TR-0244	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_hederae	9	8	no	0	0
1	TR-0619	Yp20-032	7	47,38727164	8,47700872	Aphis_fabae_fabae	Aphis_ruborum	9	10	no	5	5
1	NTR-407	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	none	5	11	no	5	5
1	TR-0016	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	8	no	6	5
1	TR-0042	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	11	no	0	0
1	TR-0076	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	11	no	0	0
1	TR-0103	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	10	10
2	NTR-407	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	none	5	10	no	7	7
3	NTR-407	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	none	5	11	no	3	3
4	NTR-407	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	none	5	8	no	0	0
5	NTR-407	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	none	5	9	no	9	9
6	NTR-407	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	none	5	8	no	4	4
2	TR-0016	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	6	6
3	TR-0016	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	8	8
4	TR-0016	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	5	5
5	TR-0016	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	8	no	3	3
6	TR-0016	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	6	4
2	TR-0042	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	11	no	0	0
3	TR-0042	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	10	no	0	0
4	TR-0042	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	10	no	0	0
5	TR-0042	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	9	no	0	0
6	TR-0042	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	11	no	0	0
2	TR-0076	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	10	no	0	0
3	TR-0076	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	11	no	0	0
4	TR-0076	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	11	no	0	0
5	TR-0076	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	8	no	0	0
6	TR-0076	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_fabae_fabae	5	10	no	0	0
2	TR-0103	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	0	0
3	TR-0103	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	9	no	9	8
4	TR-0103	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	4	4
5	TR-0103	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	6	5
6	TR-0103	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	11	no	5	4
2	TR-0131	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	9	no	4	4
3	TR-0131	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	11	no	4	4
4	TR-0131	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	0	0
5	TR-0131	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	7	6
6	TR-0131	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_urticata	5	10	no	6	6
2	TR-0191	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_ruborum	5	10	no	7	6
3	TR-0191	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_ruborum	5	10	no	4	4
4	TR-0191	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_ruborum	5	10	no	7	7
5	TR-0191	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_ruborum	5	10	no	10	8
6	TR-0191	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_ruborum	5	10	no	0	0
2	TR-0214	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	10	no	5	5
3	TR-0214	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	10	no	7	7
4	TR-0214	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	10	no	6	6
5	TR-0214	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	11	no	0	0
6	TR-0214	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	10	no	1	0
2	TR-0244	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	8	no	0	0
3	TR-0244	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	9	no	0	0
4	TR-0244	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	11	no	0	0
5	TR-0244	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	9	no	0	0
6	TR-0244	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_hederae	5	9	no	0	0
2	TR-0619	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_ruborum	5	11	no	1	1
3	TR-0619	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_ruborum	5	8	no	4	4
4	TR-0619	Yp20-033	3	47,3837113	8,474806007	Aphis_hederae	Aphis_ruborum	5	10	no	5	4
